cust_customID, loan_loanIDX
"410621198404056904", "10412487778604609254"
"443621198802188621", "10412487778604609254"
"443403198812276975", "91535286412349557283"
"410403201009129853", "91535286412349557283"
"443403198409100587", "48123423011858494524"
"410621200107245805", "48123423011858494524"
"221621200309241207", "05727012028504036556"
"410621199103108138", "05727012028504036556"
"443621198307038713", "06561683790324583160"
"443621200905016098", "48265698041641324279"
"221621200309241207", "48265698041641324279"
"221403200002016677", "57595328622769998201"
"410621199705215113", "57595328622769998201"
"221403200412192186", "57595328622769998201"
"443403199312110421", "25872782891625588526"
"221403200110209931", "25872782891625588526"
"221621200711139756", "25872782891625588526"
"221621199306204821", "25872782891625588526"
"443621198006228046", "25872782891625588526"
"410621198603194086", "38060246294375937953"
"443403198907044093", "38060246294375937953"
"443621198012212688", "83324268124465301908"
"443621200102145077", "83324268124465301908"
"410621200606254761", "11951651586203307705"
"221621198101150929", "11951651586203307705"
"443403198202146608", "11951651586203307705"
"443621200008240552", "09244598013278326146"
"221403199711287194", "09244598013278326146"
"443621200710138479", "09244598013278326146"
"443403200008088201", "73114493408301009438"
"221403198506241458", "73114493408301009438"
"410403199607217633", "23709156327645269364"
"221621200002167827", "23709156327645269364"
"443621200807118676", "63578579835822005017"
"221621200510160844", "63578579835822005017"
"443621198107074516", "63578579835822005017"
"221403198512263458", "63578579835822005017"
"221621198312274819", "34494357799461229200"
"221403198508199294", "34494357799461229200"
"443621199805243201", "34494357799461229200"
"221621198312274819", "41264714869964364369"
"221621200704041894", "98258541671778956566"
"221621198102289553", "98258541671778956566"
"410621200603278535", "98258541671778956566"
"443621198201086207", "98258541671778956566"
"410403200804140452", "19092462419857622481"
"221621198003254041", "19092462419857622481"
"410621201002168397", "19092462419857622481"
"443403199703087665", "19092462419857622481"
"443403200609032683", "19092462419857622481"
"221621199101224565", "60854079531047364392"
"221403198508199294", "60854079531047364392"
"221621200907110240", "60854079531047364392"
"410403199906208640", "60854079531047364392"
"410403198410241722", "15514837855087520156"
"221621198410075751", "15514837855087520156"
"443403200806278824", "80762002901707376280"
"443621200011110951", "52070403643967381828"
"443403198711263712", "52070403643967381828"
"410403199309258687", "50103414387025667891"
"221403200603145768", "50103414387025667891"
"443403198409100587", "50103414387025667891"
"443621200504097243", "50103414387025667891"
"410403200210232481", "50103414387025667891"
"221621200511056299", "74680428236280922659"
"443621198409232056", "70317454440403734017"
"221621200409127321", "70317454440403734017"
"221403198209133386", "78808321411637885864"
"221621200704041894", "78808321411637885864"
"410621198908207989", "78808321411637885864"
"443403200404057046", "06545237049054140041"
"410621201012128987", "74098980152551775128"
"443403199506232671", "89271605926227227153"
"221621199201068327", "89271605926227227153"
"410403199311021753", "89271605926227227153"
"221403200912110678", "89271605926227227153"
"443621198307038713", "89271605926227227153"
"410621199512048916", "87263433515273516317"
"410621200802283881", "87263433515273516317"
"443621200710138479", "87263433515273516317"
"221621199108121775", "87263433515273516317"
"443403200912243905", "87263433515273516317"
"410621198507047152", "19208774225258544890"
"443403198409100587", "19208774225258544890"
"410621200512148885", "19208774225258544890"
"443621200710138479", "19208774225258544890"
"221621200309241207", "16822291899929410952"
"443403200605289464", "16822291899929410952"
"410621198803071604", "16822291899929410952"
"410403200607161691", "75707215195309624672"
"221403200008284617", "75707215195309624672"
"410403200805032331", "38944311983317645196"
"410621199311192877", "81356782948599154917"
"410403198110273538", "81356782948599154917"
"443621200008240552", "81356782948599154917"
"221621198801231778", "81356782948599154917"
"410621201002168397", "96839562132433523109"
"221403198010202462", "96839562132433523109"
"410621200710230284", "96839562132433523109"
"221403198111284798", "24858620856874846157"
"221403199007124428", "24858620856874846157"
"410621199806116049", "24858620856874846157"
"221621200306252837", "24858620856874846157"
"443621199805243201", "24858620856874846157"
"410403200906066821", "39666559149913988935"
"443621198006228046", "39666559149913988935"
"443621200808174329", "39666559149913988935"
"443403200709155533", "39666559149913988935"
"443403199907251899", "59762944374860437172"
"221403198506241458", "59762944374860437172"
"221403199208233085", "59762944374860437172"
"221403200912110678", "77573934480628739474"
"443403198812276975", "77573934480628739474"
"410621199512048916", "20736517840418037423"
"410403199906208640", "20736517840418037423"
"221621198801045657", "96853446921230004444"
"443403199010274078", "96853446921230004444"
"410621199302071464", "96853446921230004444"
"443403198110179005", "96853446921230004444"
"443621198503093368", "76364115880317036747"
"221621200309241207", "76364115880317036747"
"410403199301271537", "76364115880317036747"
"221621200606204921", "76364115880317036747"
"221621199101224565", "83790143373671030523"
"443621198802188621", "83790143373671030523"
"443403199312110421", "83790143373671030523"
"443621198409232056", "83790143373671030523"
"221621198801045657", "11363691974634553086"
"443403199102025826", "11363691974634553086"
"410621201011023342", "80892680416641291533"
"221403199805181224", "80892680416641291533"
"221621199007097027", "80892680416641291533"
"410621198805095468", "80892680416641291533"
"410621201011023342", "09256606270214722205"
