cust_customID, depo_cusA_accountIDX
"410403198110273538", "90683154991658135836"
"221403200111026688", "97559464486111041542"
"221621198312011012", "95088063369279852487"
"410403200809128727", "83739191491533400696"
"410403200809128727", "90683154991658135836"
"221621198207268937", "28256998050159985752"
"443403199102025826", "90683154991658135836"
"221403199609107372", "90683154991658135836"
"221403199609107372", "97559464486111041542"
"221403199809226112", "83492776927604255325"
"221621198608107091", "95088063369279852487"
"221621198608107091", "83492776927604255325"
"221621198608107091", "17420975840117965635"
"221403200601113803", "65373957517683179606"
"221403200601113803", "83739191491533400696"
"221403200601113803", "97559464486111041542"
"221403199508261581", "90683154991658135836"
"221403199801106433", "25878006553605302477"
"221621200206057799", "99565256951335665630"
"221403199609259579", "28256998050159985752"
"221403199609259579", "83492776927604255325"
"221403199609259579", "17420975840117965635"
"221403198808023348", "58565303414665866689"
"443621198102100826", "90683154991658135836"
"443621198102100826", "39406456455313301589"
"443403201004040529", "99565256951335665630"
"443403201004040529", "28256998050159985752"
"443403201004040529", "48907623537515348929"
"410403200610089721", "25734326408470204098"
"410403200610089721", "28256998050159985752"
"410403200610089721", "18998460606834408032"
"221621200902066315", "08683587494460260926"
"221621200902066315", "11077488599533014930"
"221621199405110788", "95088063369279852487"
"221621199405110788", "11077488599533014930"
"221403198410118335", "39406456455313301589"
"410403200805032331", "81571593006196460020"
"410403200805032331", "48907623537515348929"
"410403200805032331", "27497690044063592900"
"221621200704041894", "43707092387107443800"
"443621198601037101", "63068541641359276145"
"443621198601037101", "18998460606834408032"
"443621198601037101", "11077488599533014930"
"221621199101224565", "72736366891044014526"
"221621199101224565", "97559464486111041542"
"221621198909173366", "58565303414665866689"
"410621200903269484", "39714235741500298504"
"410621200903269484", "17420975840117965635"
"410621200011215796", "39714235741500298504"
"410621200107245805", "32556498821602305594"
"221621198003254041", "54050862128276263334"
"443621198410177416", "99565256951335665630"
"443621198410177416", "83739191491533400696"
"443621198410177416", "16759370258827119073"
"443621200711253031", "25303490199014528607"
"410621201011023342", "65615440942359578193"
"410621201011023342", "02551197117546280868"
"410621201011023342", "36997218311360120680"
"410621201008223917", "32556498821602305594"
"443621198210153008", "18998460606834408032"
"410621199711038692", "25303490199014528607"
"443403199111264465", "87281720701663976939"
"443403199111264465", "23962419875341437523"
"443403199111264465", "01367959224766723645"
"443621198006228046", "58565303414665866689"
"443621198006228046", "08683587494460260926"
"443621198006228046", "32556498821602305594"
"221621198101150929", "27497690044063592900"
"410621199011073060", "65615440942359578193"
"410621199011073060", "97259229649779679109"
"410621199011073060", "83492776927604255325"
"410621199011073060", "02050721936041141690"
"443621200011110951", "67823806485009333731"
"443403198110179005", "65373957517683179606"
"443403198110179005", "40183787653244937025"
"221621200406060581", "95088063369279852487"
"410621198908207989", "15534054011738630208"
"410621198908207989", "87030213021489737825"
"221403199904282345", "61435547100855950058"
"221403199904282345", "87030213021489737825"
"410621200003112951", "39714235741500298504"
"410621200003112951", "81571593006196460020"
"221621199305173034", "67823806485009333731"
"221621199305173034", "23962419875341437523"
"221621199305173034", "31262776036122138395"
"410403199707278110", "23894163228541898787"
"410403199707278110", "62976914156279165405"
"410403199707278110", "01367959224766723645"
"443621200708160506", "35840492753419257023"
"443621200708160506", "81571593006196460020"
"443621200708160506", "27497690044063592900"
"410621198805095468", "15534054011738630208"
"410621198805095468", "74975270851429895963"
"410403198810230356", "25096191363240607615"
"410403198810230356", "63735795985846042922"
"410403198810230356", "01367959224766723645"
"221621199807111201", "25734326408470204098"
"221621199807111201", "50671573401141986780"
"221621199807111201", "83492776927604255325"
"443403199410091378", "22379324798330132786"
"443403199410091378", "17420975840117965635"
"410403199103174357", "68974503737126139614"
"410403199103174357", "11077488599533014930"
"410403198211200461", "23894163228541898787"
"410403198211200461", "81571593006196460020"
"410403198211200461", "20496481288915351013"
"410403200906066821", "95436127667280527533"
"410403200906066821", "11077488599533014930"
"221621200002167827", "12565923990724686741"
"221403198508199294", "48907623537515348929"
"221403198508199294", "02050721936041141690"
"410403200909285295", "85308095642120220941"
"410403200909285295", "74975270851429895963"
"410621199704203177", "41633902426918148522"
"410621199704203177", "33050279209613036754"
"410621199704203177", "29277050759914633562"
"443403200203058831", "03686492811222970786"
"221621201001231922", "16759370258827119073"
"443621200408184189", "58565303414665866689"
"443621200408184189", "57363831335919149667"
"443621200408184189", "92118097432153994692"
"443621200408184189", "06604535911398340719"
"410403199309258687", "23894163228541898787"
"410621198009154143", "50671573401141986780"
"221621199010160767", "23894163228541898787"
"410403200405229962", "97259229649779679109"
"410403200405229962", "48907623537515348929"
"410621199106172544", "16438577817736669215"
"410621199106172544", "72931838546062573781"
"443621198307038713", "81193568971578000944"
"443621198307038713", "23962419875341437523"
"443403200206027175", "95995027128216547497"
"443403200206027175", "12565923990724686741"
"443403200206027175", "34727766349589418152"
"221621198707141950", "41633902426918148522"
"221621198707141950", "87030213021489737825"
"221621198707141950", "29410069762620789550"
"221403200912110678", "87281720701663976939"
"443621198108280689", "35840492753419257023"
"443621198108280689", "62976914156279165405"
"443621198108280689", "20496481288915351013"
"443621198108280689", "01367959224766723645"
"443403200709155533", "68974503737126139614"
"443403200709155533", "32559240650026734704"
"221621200609097729", "12673893581109242888"
"221621200609097729", "02050721936041141690"
"410621199103108138", "92541842215479378928"
"410621199103108138", "00435427303360647609"
"410621199103108138", "90683154991658135836"
"410621199103108138", "32556498821602305594"
"443621200905016098", "87030213021489737825"
"443621200905016098", "43707092387107443800"
"443621200910128305", "54926305409080200153"
"443621200910128305", "17438928897299851330"
"443621200910128305", "52605571052665487195"
"443621201012280220", "27497690044063592900"
"221621198211018291", "67979703919495009637"
"410621201002168397", "63068541641359276145"
"410621201002168397", "02551197117546280868"
"410621201002168397", "34443960991121421776"
"410621201002168397", "58616951150944348681"
"443621198409232056", "12673893581109242888"
"443621198409232056", "20496481288915351013"
"443621198409232056", "42464859728461457127"
"443403198808220388", "60834401617553342265"
"221621200409127321", "15811416197466189310"
"410403199108278199", "01516492941947583758"
"410403199108278199", "17359396277376004967"
"443403200903113320", "00488849024003630651"
"443403200903113320", "31262776036122138395"
"410403199403051423", "12105075227222078898"
"410403199403051423", "95088063369279852487"
"410403199403051423", "95436127667280527533"
"410403199403051423", "64799274606451388679"
"410621200411140663", "29277050759914633562"
"410621200411140663", "04557017937230453383"
"443621198201086207", "38408237911021767425"
"443621198201086207", "34727766349589418152"
"410621198802021941", "19120760277555220528"
"410621198802021941", "34443960991121421776"
"443621198503093368", "13559611610032446679"
"443621198503093368", "52443675491094399571"
"410403201010114460", "72931838546062573781"
"410403198902254114", "87281720701663976939"
"410403198902254114", "17438928897299851330"
"410403198902254114", "52605571052665487195"
"443403200008088201", "66606678510344768592"
"221621199311112509", "73658172296883499626"
"221621199311112509", "21523896692523781626"
"221621199311112509", "18425796398226427112"
"410621200208040152", "63068541641359276145"
"410403199201133796", "25096191363240607615"
"410403199201133796", "17438928897299851330"
"410403199201133796", "17359396277376004967"
"443621198808091779", "74975270851429895963"
"410403200411090352", "81193568971578000944"
"410403200411090352", "83492776927604255325"
"410403200411090352", "36906477184569805586"
"410621199105081405", "67980391136186027014"
"410621199105081405", "37864139841322655142"
"410621199105081405", "06310495601441679684"
"410621199105081405", "29176284009617414379"
"221621199306255458", "32446696513672721901"
"221621199306255458", "95088063369279852487"
"221621200801045174", "11201496049518245830"
"221621200801045174", "22379324798330132786"
"410621200707202159", "54629276180220988732"
"410403199511242648", "03686492811222970786"
"410403199511242648", "43707092387107443800"
"410403199906208640", "37864139841322655142"
"410403199906208640", "83492776927604255325"
"410403199906208640", "06604535911398340719"
"443621199005029480", "33258674571738492656"
"443621199005029480", "17438928897299851330"
"443621199005029480", "36906477184569805586"
"221403199711287194", "48320258002680392798"
"221621198011065646", "30891495109989136202"
"221621198011065646", "54629276180220988732"
"221621198011065646", "77236651618116960860"
"410621198008043857", "79673870404869367401"
"410621198008043857", "89936484315205750956"
"221403199903095315", "40074505621402766880"
"221403199903095315", "23119940586640942503"
"221403199903095315", "54050862128276263334"
"221403199805181224", "83739191491533400696"
"221403199805181224", "23962419875341437523"
"410403200308074332", "45030700689781290198"
"410403200308074332", "20496481288915351013"
"410403198410241722", "58565303414665866689"
"221621198209190045", "31633325176940093988"
"221621198209190045", "48314224742271205826"
"221621198209190045", "02050721936041141690"
"443621200808174329", "24536104868057439608"
"221403198312115629", "67448388056930528046"
"221403198312115629", "40183787653244937025"
"221403198312115629", "31262776036122138395"
"443403199209183914", "01516492941947583758"
"443403199209183914", "31281148030630502950"
"221403198703256085", "89265896168182720935"
"221403200002016677", "32556498821602305594"
"221403200703153287", "21020386125034523374"
"221403200703153287", "28256998050159985752"
"221403200703153287", "89964440660027893234"
"221621199302264317", "44652055838639191457"
"221621199302264317", "13400818156250600556"
"221621199302264317", "84158176832933590392"
"410621199305257856", "39714235741500298504"
"221403200608243358", "84663158126608238410"
"221403200608243358", "83492776927604255325"
"221403200608243358", "77476872842077909355"
"410621199302071464", "60656412176610409392"
"221403200110209931", "14125614972914546771"
"221403200110209931", "62976914156279165405"
"221621200412107333", "82241391630531032246"
"221621200412107333", "28256998050159985752"
"221621200412107333", "06310495601441679684"
"443621198706131982", "58565303414665866689"
