customID, customPhone, customAddress, customName, relName, relPhone, relEmail, relRelation
"443403200404057046", "17334893814", "郑州", "宋飞", "雷清", "13842599557", "dfsewS@163.com", "妹妹"
"410621200512148885", "13815618320", "郑州", "吴远", "吴毅", "17343357544", "flowSS@outlook.com", "配偶"
"410403198110273538", "13652617100", "武汉", "赵清", "吴清", "13680503043", "lihurtebest@hotmail.com", "母亲"
"221403200111026688", "17319682777", "北京", "李清", "张清", "18813644378", "debt@gmail.com", "弟弟"
"221621198312011012", "13635775897", "合肥", "张亮", "胡上", "17341972932", "centbest@hotmail.com", "母亲"
"410403200809128727", "17392018706", "上海", "胡家伟", "王清", "17302706741", "tim7@hotmail.com", "妹妹"
"221621198207268937", "13682959786", "北京", "李树", "李伟", "18817282486", "timbest@gmail.com", "妹妹"
"443403199102025826", "13811275820", "武汉", "胡伟", "吴上", "13834278526", "kite4@gmail.com", "父亲"
"221403199609107372", "17360855805", "北京", "钱亮", "吴咏", "13610089229", "boby@outlook.com", "母亲"
"221403199809226112", "17358384042", "合肥", "李上", "雷远", "15897198026", "bugser@163.com", "妹妹"
"221621198608107091", "15894945276", "合肥", "王毅", "宋家伟", "15865666509", "winser@gmail.com", "母亲"
"221403200601113803", "13658437702", "郑州", "赵清", "赵毅", "17347226792", "dfsews@gmail.com", "母亲"
"221403199508261581", "18878002967", "合肥", "钱泽", "胡远", "18833502883", "cents@outlook.com", "弟弟"
"221403199801106433", "13694141430", "郑州", "宋一鸣", "胡咏", "17358732685", "bobS@hotmail.com", "配偶"
"221621200206057799", "17311335884", "合肥", "胡清", "温小牛", "15859221210", "dfer@163.com", "姐姐"
"221403199609259579", "18855780438", "武汉", "吴树", "温天乐", "15815978540", "bobt@hotmail.com", "父亲"
"221403198808023348", "18855936087", "北京", "吴想", "赵咏", "13609918867", "lihurtes@hotmail.com", "弟弟"
"443621198102100826", "13617963423", "北京", "宋浩", "张泽", "17325550608", "bobi@163.com", "哥哥"
"443403201004040529", "18810559289", "武汉", "吴家伟", "宋泽", "15860784893", "ticker@hotmail.com", "父亲"
"410403200610089721", "15889037513", "北京", "雷毅", "胡伟", "15806784102", "bobbest@163.com", "母亲"
"221621200902066315", "17355237023", "郑州", "张毅", "赵毅", "13809952604", "okokS@163.com", "妹妹"
"221621199405110788", "13813600634", "北京", "雷浩", "温家伟", "15837001371", "wingrr@gmail.com", "弟弟"
"221403198410118335", "13655117682", "上海", "赵凯", "温小牛", "15872703515", "ticks@gmail.com", "弟弟"
"410403200805032331", "15869325433", "合肥", "王树", "胡上", "18888767557", "cent2@outlook.com", "母亲"
"221621200704041894", "13853684542", "合肥", "胡想", "钱上", "13832640958", "swingt@gmail.com", "姐姐"
"443621198601037101", "13608374139", "武汉", "李小牛", "宋一鸣", "18808058280", "clarass@outlook.com", "妹妹"
"221621199101224565", "18879860508", "上海", "宋泽", "王凯", "15849443313", "bobS@163.com", "弟弟"
"221621198909173366", "18817174985", "北京", "温远", "温毅", "13838064093", "lihurterr@hotmail.com", "姐姐"
"410621200903269484", "13815475527", "合肥", "赵一鸣", "张浩", "17394518346", "winser@gmail.com", "妹妹"
"410621200011215796", "17397601200", "郑州", "赵上", "吴上", "13669247293", "flybest@gmail.com", "姐姐"
"443403198907044093", "13874354899", "上海", "赵凯", "吴毅", "13639621665", "bugsok@163.com", "姐姐"
"410621200107245805", "13880242412", "郑州", "赵凯", "钱树", "13860983446", "word7@outlook.com", "弟弟"
"221621198003254041", "18892510366", "北京", "雷毅", "胡泽", "15830383912", "debi@163.com", "姐姐"
"443621198410177416", "18886738137", "上海", "宋飞", "赵上", "18834464914", "bugsbest@hotmail.com", "配偶"
"443621200711253031", "18899326604", "上海", "李大山", "温浩", "15817624857", "qwert2@163.com", "弟弟"
"410621201011023342", "15888902440", "武汉", "钱远", "温泽", "13872759796", "tim0@163.com", "姐姐"
"410621201008223917", "13869920123", "郑州", "胡毅", "胡凯", "15851253666", "flySS@hotmail.com", "哥哥"
"443621198210153008", "13828472049", "郑州", "温清", "吴源", "15889886034", "dfsew7@outlook.com", "哥哥"
"410621199711038692", "18848126784", "北京", "温远", "胡想", "17306499802", "claraser@outlook.com", "母亲"
"443403199111264465", "13824798082", "合肥", "张大山", "李远", "17328007767", "qwerts@163.com", "姐姐"
"443621198006228046", "15833057912", "郑州", "赵泽", "王飞", "18867639567", "debSS@outlook.com", "弟弟"
"221621198101150929", "13805288104", "郑州", "钱飞", "张树", "18892417709", "pptss2@gmail.com", "姐姐"
"410621199011073060", "18863849773", "合肥", "王清", "雷咏", "13899130568", "flowbest@hotmail.com", "配偶"
"443621200011110951", "13604193624", "郑州", "李远", "雷泽", "18881538663", "kites@gmail.com", "父亲"
"410403199703041817", "17378047702", "武汉", "钱大山", "李泽", "17371998591", "wingy@outlook.com", "配偶"
"443403198110179005", "13670579044", "上海", "张亮", "宋小牛", "18828810191", "debS@gmail.com", "父亲"
"221621200406060581", "17353705291", "北京", "李远", "胡树", "13806233703", "clarast@163.com", "配偶"
"410621198908207989", "13652183727", "武汉", "宋远", "赵清", "17361753681", "swingt@hotmail.com", "姐姐"
"221403199904282345", "18825935546", "上海", "雷想", "雷泽", "13688928942", "lihurte8@gmail.com", "母亲"
"410621200003112951", "13663434757", "上海", "温伟", "钱亮", "15822203068", "flow4@163.com", "妹妹"
"221621199305173034", "13658626829", "郑州", "雷树", "张毅", "13696869265", "qwerter@outlook.com", "父亲"
"410403199707278110", "13613890139", "合肥", "李远", "胡亮", "15811058851", "okok2@hotmail.com", "配偶"
"443621200708160506", "17337981239", "北京", "雷飞", "吴咏", "18859223465", "qwert5@outlook.com", "配偶"
"410621198805095468", "18831975034", "郑州", "张毅", "李一鸣", "17336996894", "debi@hotmail.com", "父亲"
"410403198810230356", "13850714353", "北京", "雷浩", "宋大山", "13817993177", "pptssS@163.com", "哥哥"
"221621199807111201", "17367995102", "郑州", "胡凯", "胡家伟", "13827865346", "dfsews@163.com", "配偶"
"443403199410091378", "17311125189", "武汉", "雷小牛", "胡飞", "15899543656", "word8@hotmail.com", "配偶"
"410403199103174357", "13647580050", "合肥", "雷源", "钱远", "13688203064", "flowrr@gmail.com", "弟弟"
"221621198606074972", "18804455786", "北京", "王源", "吴远", "13812405960", "dfrr@outlook.com", "父亲"
"410403198211200461", "13635744463", "上海", "雷泽", "张清", "13639227558", "winsSS@hotmail.com", "妹妹"
"410403200906066821", "18871407022", "武汉", "宋远", "李伟", "15869622709", "pptssSS@outlook.com", "弟弟"
"221621200002167827", "15808539040", "北京", "温咏", "钱小牛", "13651844091", "pptssSS@hotmail.com", "妹妹"
"221403198508199294", "18825877019", "合肥", "宋家伟", "宋浩", "18881452964", "tims@gmail.com", "姐姐"
"410403200909285295", "18809900388", "武汉", "钱小牛", "温毅", "18829658642", "cent2@outlook.com", "妹妹"
"410621199704203177", "15871292469", "武汉", "吴凯", "赵远", "13878592300", "winsi@outlook.com", "母亲"
"443403200203058831", "13866501571", "武汉", "李远", "温上", "15856329088", "lihurtes@outlook.com", "姐姐"
"221621201001231922", "18801688389", "合肥", "雷家伟", "李泽", "15879636752", "tickbest@gmail.com", "哥哥"
"221621200408258707", "13805952152", "北京", "胡天乐", "胡天乐", "13857409181", "kites@163.com", "配偶"
"443621200408184189", "15884152863", "合肥", "胡小牛", "宋树", "13824617818", "tick5@outlook.com", "配偶"
"410403199309258687", "17381937195", "武汉", "宋远", "雷泽", "15846298667", "bober@gmail.com", "妹妹"
"410621198009154143", "13622500676", "郑州", "胡远", "钱远", "13660535242", "flower@outlook.com", "弟弟"
"221621199010160767", "17369124694", "郑州", "李大山", "李大山", "13843326722", "timbest@163.com", "妹妹"
"410403200405229962", "15844370438", "合肥", "赵毅", "宋大山", "13851162103", "bugsrr@gmail.com", "姐姐"
"410621199106172544", "13839715736", "武汉", "吴一鸣", "吴泽", "18865372050", "pptss8@hotmail.com", "弟弟"
"443621198307038713", "15878048605", "北京", "王一鸣", "吴上", "17320429365", "claras7@163.com", "母亲"
"443403200206027175", "15802863072", "郑州", "雷泽", "李毅", "17371580329", "bugss@gmail.com", "母亲"
"221621198707141950", "17361647451", "武汉", "吴天乐", "赵一鸣", "15888492845", "winsS@outlook.com", "配偶"
"221621200309241207", "13646957723", "武汉", "吴上", "雷泽", "13644635432", "winsrr@hotmail.com", "弟弟"
"221403200912110678", "13833451739", "郑州", "王泽", "王远", "13630830529", "lihurtei@163.com", "配偶"
"443621198108280689", "17335161212", "武汉", "赵小牛", "王清", "13642400484", "bugss@163.com", "母亲"
"443403200709155533", "18866064633", "合肥", "胡伟", "张远", "13865658340", "kite2@163.com", "母亲"
"221621200609097729", "17318272475", "合肥", "钱泽", "温天乐", "17338646432", "okokSS@outlook.com", "妹妹"
"221403199212188154", "17388893058", "北京", "宋天乐", "胡天乐", "15884639230", "tim7@gmail.com", "妹妹"
"410621199103108138", "15874389336", "武汉", "宋浩", "雷天乐", "13604080551", "dfs@hotmail.com", "妹妹"
"443621200905016098", "13689773809", "上海", "吴一鸣", "赵清", "18868354263", "winsy@gmail.com", "弟弟"
"443621200910128305", "17305858493", "上海", "王天乐", "李浩", "13880476612", "fly7@outlook.com", "哥哥"
"443621201012280220", "18855604560", "郑州", "宋小牛", "宋咏", "15850774875", "pptsss@gmail.com", "弟弟"
"221621198211018291", "17307955231", "武汉", "吴家伟", "宋伟", "13802248814", "centt@hotmail.com", "弟弟"
"410621201002168397", "13683242023", "上海", "李源", "宋小牛", "13810738432", "tim2@gmail.com", "哥哥"
"443621198409232056", "15821961359", "合肥", "吴凯", "张远", "15844274688", "fly4@hotmail.com", "配偶"
"443403198808220388", "17325330573", "武汉", "雷源", "雷树", "18807454391", "bob0@163.com", "母亲"
"221621200409127321", "17356003027", "合肥", "钱小牛", "赵清", "15839636246", "wing2@163.com", "姐姐"
