cust_customID, loan_loanIDX
"443621199910183503", "30047661571375135825"
"221403198612050351", "30047661571375135825"
"410403198012066307", "02010608592294943048"
"221621200307047007", "02010608592294943048"
"443403200803027463", "02010608592294943048"
"443403200912163551", "84237310514645366582"
"221621199610084583", "84237310514645366582"
"443403198505236222", "88534672159484595074"
"221621198906060302", "88534672159484595074"
"410403198706244406", "88534672159484595074"
"221621198108288305", "88534672159484595074"
"410403199705013602", "57744940927065965755"
"443403200112108270", "57744940927065965755"
"221403199701165118", "57744940927065965755"
"221403200612216922", "94031390501824797086"
"221403198702264266", "94031390501824797086"
"443403200912163551", "94031390501824797086"
"221403200807132831", "30277548094911421609"
"410403198101160248", "35002917383392076915"
"410621200709236595", "35002917383392076915"
"443403199506128804", "35002917383392076915"
"221621198805157432", "35002917383392076915"
"410403200907153418", "58426693279036507355"
"443403200003122092", "58426693279036507355"
"443403200101287786", "62337240106730536401"
"410621199301281072", "62337240106730536401"
"443621199405015134", "67360010789356033304"
"221403198405073451", "29717202120623968877"
"221621200305079510", "29717202120623968877"
"443403200912163551", "29717202120623968877"
"221621199503032835", "29717202120623968877"
"221621200504062043", "29717202120623968877"
"221403200706045120", "77300472252227916728"
"221621198805257598", "77300472252227916728"
"221621199610084583", "77300472252227916728"
"221403199712120131", "07562166798639725548"
"443403200403287632", "53232661829277541231"
"410621200709236595", "53232661829277541231"
"410621198007067756", "53232661829277541231"
"221403198101255958", "71475582420820989488"
"221621200202206724", "71475582420820989488"
"221621200810032121", "71475582420820989488"
"221403198008148429", "71475582420820989488"
"410621200404154763", "71475582420820989488"
"410403198402019687", "65206279115077808965"
"443621199603037860", "65206279115077808965"
"221621200208054464", "65206279115077808965"
"410403198012066307", "88335879170181974718"
"221403198905035420", "88335879170181974718"
"221403200612216922", "88335879170181974718"
"443403199506128804", "88335879170181974718"
"221403200509160055", "25975800884096974842"
"410621200309197836", "88859050877543296909"
"410621200004084994", "98704136142496112727"
"443621200309251122", "98704136142496112727"
"221621200201255098", "98704136142496112727"
"221403198507032389", "98704136142496112727"
"221403200904062015", "98704136142496112727"
"443403200211103296", "65079537339982733768"
"221621200810032121", "65079537339982733768"
"221621198805257598", "65079537339982733768"
"410403199608069300", "65079537339982733768"
"410621198912189002", "96852026735976045442"
"443621200307091939", "96852026735976045442"
"221403200306055188", "96852026735976045442"
"443403200503013205", "96852026735976045442"
"410621200605131728", "34923717982868089552"
"443403198107214625", "34923717982868089552"
"443621199404183600", "34923717982868089552"
"410403201003028335", "34923717982868089552"
"410621200905100654", "34923717982868089552"
"221403199108272732", "08038987516752137602"
"410621200512095257", "08038987516752137602"
"221621199803275659", "08038987516752137602"
"221403200707086489", "08038987516752137602"
"221403200412018245", "08038987516752137602"
"410621199605243763", "51151155040199962038"
"221621198706151472", "51151155040199962038"
"410403200908170634", "51151155040199962038"
"410403200508148475", "51151155040199962038"
"410403200908170634", "42713724230580424251"
"221403200807113953", "12396357682634464608"
"221403198905035420", "12396357682634464608"
"410621198903035546", "12396357682634464608"
"443621199405015134", "12031904826746118720"
"221403199611117670", "12031904826746118720"
"410621198110022904", "12031904826746118720"
"221403200304288292", "12031904826746118720"
"443403199506128804", "12031904826746118720"
"221621200408079089", "29587025866332663560"
"410621200309197836", "29587025866332663560"
"410621198511181232", "29587025866332663560"
"410621200407060468", "19889431165672189515"
"221621199911227896", "19889431165672189515"
"410621199103066589", "90590825464907205098"
"221621198108288305", "90590825464907205098"
"410403200208090426", "90590825464907205098"
"443403199612017706", "90590825464907205098"
"221403200111173626", "90590825464907205098"
"221403198806106179", "13789280325881479407"
"410621200408227945", "13789280325881479407"
"443621199603038190", "13789280325881479407"
"443621198501086461", "13789280325881479407"
"410403200910194291", "75377212380825493412"
"410403200907153418", "75377212380825493412"
"410403200203264927", "75377212380825493412"
"221621201008014661", "75377212380825493412"
"221621198307274963", "75377212380825493412"
"443403200211103296", "93884887608780484491"
"221621200201255098", "93884887608780484491"
"221403199809261088", "93884887608780484491"
"221403199608156572", "79839882340338065826"
"443403200912163551", "36855537447329605568"
"410403200508148475", "60297539698416713225"
"221621199210119080", "69606915164832865987"
"221403198308072287", "44277302021812596245"
"410403200609063075", "44277302021812596245"
"221621199909105281", "44277302021812596245"
"443621198012016814", "44277302021812596245"
"410621198605093279", "44277302021812596245"
"410403198010067261", "02711590384214776923"
"410621200407060468", "02711590384214776923"
"410403200111080209", "02711590384214776923"
"221621198903014494", "02711590384214776923"
"221621200408079089", "38479793191822535598"
"410621198007067756", "38479793191822535598"
"410621198705207415", "38479793191822535598"
"410403198904096622", "38479793191822535598"
"410403199701082563", "38479793191822535598"
"221621198401013931", "38351131694848601951"
"410621199605243763", "38351131694848601951"
"443621200402082420", "38351131694848601951"
"410403200609063075", "88166414949090424489"
"443403200201030419", "88166414949090424489"
"221403198101255958", "80633156920722596738"
"410403198807279677", "80633156920722596738"
"221403199307151570", "80633156920722596738"
"410621198302219752", "80633156920722596738"
"443403198512045015", "53542924612990877662"
"221403198505113766", "53542924612990877662"
"410621198412285386", "53542924612990877662"
