cust_customID, depo_cusA_accountIDX
"221403200106055009", "02965702023710578740"
"443403198206127487", "09832634466117917125"
"410403198806097691", "51211060458900363028"
"410621199205048877", "00061565741784896119"
"410621199205048877", "29251416258556804442"
"221403200911044124", "83956793960872852480"
"221403200911044124", "29251416258556804442"
"443403199411172167", "36265878263845910168"
"443403199411172167", "49527137785134691693"
"443403200012048021", "36265878263845910168"
"443403200012048021", "78723053102896260757"
"443403199006143255", "36265878263845910168"
"410621198312025394", "17956077903051167666"
"410621198312025394", "36265878263845910168"
"443621200706055625", "51211060458900363028"
"443621200706055625", "78723053102896260757"
"410403199905164245", "17956077903051167666"
"410403199905164245", "27185021526477670639"
"410403199905164245", "09343068370252433362"
"410621198703031103", "17956077903051167666"
"410621198703031103", "39479851516780461811"
"221403199512207593", "30183886369803350525"
"410621200712067111", "83956793960872852480"
"410403198608135585", "29251416258556804442"
"410403199312140490", "83956793960872852480"
"410403199312140490", "30183886369803350525"
"410403199312140490", "78723053102896260757"
"221621199105201390", "19731949090422524998"
"221621200712264487", "27185021526477670639"
"221621200712264487", "66602220526839817108"
"410403200605217024", "55307020601983117689"
"443621198709087849", "00061565741784896119"
"443621198709087849", "24559427776320427430"
"221621199902071401", "00987971627258206786"
"221621199902071401", "39479851516780461811"
"221403200012029964", "19731949090422524998"
"221403200012029964", "09343068370252433362"
"410403199708093270", "83283166707766816946"
"410403199907069005", "17956077903051167666"
"410403199907069005", "67323508225518578172"
"221621198309263801", "95543772716571799911"
"221621198309263801", "78723053102896260757"
"410621198609106359", "83283166707766816946"
"410621198609106359", "73295715758982246057"
"221621200305111106", "94801058108155056760"
"221621200305111106", "74240320934907899994"
"443621198304275465", "83283166707766816946"
"443621198304275465", "55307020601983117689"
"443621198304275465", "75923853399512928153"
"221403198405109451", "94801058108155056760"
"221403198405109451", "36265878263845910168"
"443621198212161809", "02965702023710578740"
"443621198212161809", "27185021526477670639"
"221403199507186706", "27185021526477670639"
"443403200201208094", "00987971627258206786"
"443403200201208094", "60892996279780520018"
"221621198705190470", "09343068370252433362"
"221403199706234695", "67037879023241827709"
"410403200709169427", "60892996279780520018"
"221403199307069214", "73945951505589124511"
"221403199307069214", "24559427776320427430"
"410621198811267153", "68356919624714549337"
"221621199603234352", "13145874232104387545"
"221621199603234352", "36047522926195253001"
"221403198505261023", "31747615877810798249"
"221621198310247078", "70569656314951761177"
"410403198707264423", "21485748590835618692"
"410403198008030170", "13145874232104387545"
"410403198008030170", "11238050473948221030"
"410403198008030170", "03708607458879930129"
"221403199410015194", "57869618498929692469"
"410403200611265618", "05146127663880425956"
"221621200705144159", "91926780414839124154"
"221621200705144159", "43917937331040175302"
"221621200705144159", "79813315444738471310"
"221403198801106448", "67037879023241827709"
"221621198212075893", "36265878263845910168"
"443621200410019570", "75413216641213618767"
"443621200410019570", "03518510126854084321"
"443403200405212846", "83956793960872852480"
"443403200405212846", "52307518495631238557"
"410403199912280788", "57603336001248317672"
"410403199912280788", "75923853399512928153"
"443621199604186383", "96876822898043397683"
"410403199001074082", "96508746734995948909"
"410403199001074082", "56051923779528239581"
